neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent,Crime Rate
Bahria Town Phase 7, Rawalpindi,12,House,33.5498633,73.1331083,5,7,150,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,7,150,Low
Bahria Town Phase 7, Rawalpindi,20,House,33.5498633,73.1331083,6,5,200,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,130,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,127,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,123,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,120,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,115,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,112,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,6,5,110,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,108,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,105,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,100,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,95,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,93,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,90,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,88,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,86,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,85,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,80,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,4,160,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,3,3,150,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,3,3,120,Low
Bahria Town Phase 7, Rawalpindi,12.4,House,33.5498633,73.1331083,4,3,100,Low
Bahria Town Phase 7, Rawalpindi,5,House,33.5498633,73.1331083,4,3,65,Low
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,2,2,75,Low
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,5,5,100,Low
DHA Phase 1 - Defence Villas, Islamabad,10,House,33.5110032,73.0820351,4,4,110,Low
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,3,4,95,Low
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,110,Low
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,100,Low
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,5,3,100,Low
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,5,3,100,Low
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,3,3,95,Low
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,4,3,95,Low
DHA Phase 1 - Defence Villas, Islamabad,15,House,33.5110032,73.0820351,3,3,90,Low
DHA Phase 1 - Defence Villas, Islamabad,11,House,33.5110032,73.0820351,4,3,90,Low
DHA Phase 1 - Defence Villas, Islamabad,12,House,33.5110032,73.0820351,4,3,85,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,5,5,220,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,130,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,120,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,5,8,235,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,7,220,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,7,6,220,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,210,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,195,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,7,6,195,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,6,150,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,6,130,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,420,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,350,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,220,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,190,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,175,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,150,Low
Bahria Town Phase 4, Rawalpindi,20,House,33.5498633,73.1331083,6,5,130,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,130,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,125,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,120,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,115,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,115,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,110,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,7,5,110,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,100,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,95,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,6,5,90,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,5,77,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,140,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,120,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5498633,73.1331083,5,4,95,Low
Bahria Town Phase 4, Rawalpindi,10,House,33.5488409,73.1199605,3,3,150,Low
